eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,79,0,105
1,76,9,80
2,74,7,105
3,71,4,80
4,69,2,80
5,67,0,80
6,71,4,105
7,74,7,80
8,71,4,80
9,74,7,80
10,72,5,105
11,74,7,80
12,71,4,80
13,72,5,80
14,69,2,105
15,79,0,80
16,79,0,80
17,79,0,80
18,74,7,105
19,71,4,80
20,69,2,80
21,67,0,80
22,71,4,105
23,74,7,80
24,71,4,80
25,74,7,80
26,72,5,105
27,74,7,80
28,71,4,80
29,69,2,80
30,67,0,105
31,79,0,80
32,79,0,80
33,76,9,80
34,74,7,105
35,71,4,80
36,69,2,80
37,67,0,80
38,71,4,105
39,74,7,80
40,71,4,80
41,74,7,80
42,72,5,105
43,74,7,80
44,71,4,80
45,72,5,80
46,69,2,105
47,79,0,80
48,79,0,80
49,79,0,80
50,74,7,105
51,71,4,80
52,69,2,80
53,67,0,80
54,71,4,105
55,74,7,80
56,71,4,80
57,74,7,80
58,72,5,105
59,74,7,80
60,71,4,80
61,69,2,80
62,67,0,105
63,67,0,80
64,67,0,80
65,69,2,80
66,71,4,105
67,74,7,80
68,74,7,80
69,76,9,80
70,74,7,105
71,76,9,80
72,76,9,80
73,76,9,80
74,71,4,105
75,72,5,80
76,76,9,80
77,78,11,80
78,76,9,105
79,74,7,80
80,71,4,80
81,69,2,80
82,71,4,105
83,74,7,80
84,74,7,80
85,76,9,80
86,74,7,105
87,83,4,80
88,83,4,80
89,83,4,80
90,83,4,105
91,81,2,80
92,81,2,80
93,79,0,80
94,81,2,105
95,79,0,80
96,76,9,80
97,74,7,80
98,71,4,105
99,74,7,80
100,74,7,80
101,76,9,80
102,74,7,105
103,76,9,80
104,76,9,80
105,76,9,80
106,71,4,105
107,74,7,80
108,76,9,80
109,78,11,80
110,79,0,105
111,79,0,80
112,78,11,80
113,76,9,80
114,74,7,105
115,71,4,80
116,69,2,80
117,67,0,80
118,71,4,105
119,74,7,80
120,71,4,80
121,74,7,80
122,72,5,105
123,74,7,80
124,71,4,80
125,69,2,80
126,67,0,105
127,67,0,80
128,67,0,80
129,74,7,80
130,71,4,95
131,69,2,80
132,67,0,80
133,71,4,105
134,74,7,80
135,71,4,80
136,74,7,80
137,72,5,105
138,74,7,80
139,71,4,80
140,72,5,80
141,69,2,105
142,79,0,80
143,79,0,80
144,79,0,80
145,74,7,105
146,71,4,80
147,69,2,80
148,67,0,80
149,71,4,105
150,74,7,80
151,71,4,80
152,74,7,80
153,72,5,105
154,74,7,80
155,71,4,80
156,69,2,80
157,69,2,105
158,71,4,105
159,74,7,80
160,74,7,80
161,76,9,80
162,74,7,105
163,76,9,80
164,76,9,80
165,76,9,80
166,71,4,105
167,72,5,80
168,76,9,80
169,78,11,80
170,76,9,105
171,74,7,80
172,71,4,80
173,69,2,80
174,71,4,105
175,74,7,80
176,74,7,80
177,76,9,80
178,74,7,105
179,83,4,80
180,83,4,80
181,83,4,80
182,83,4,105
183,81,2,80
184,81,2,80
185,79,0,80
186,81,2,105
187,79,0,80
188,76,9,80
189,74,7,80
190,71,4,105
191,74,7,80
192,74,7,80
193,76,9,80
194,74,7,105
195,76,9,80
196,76,9,80
197,76,9,80
198,71,4,105
199,74,7,80
200,76,9,80
201,78,11,80
202,79,0,105
203,79,0,80
204,78,11,80
205,76,9,80
206,74,7,105
207,71,4,80
208,69,2,80
209,67,0,80
210,71,4,105
211,74,7,80
212,71,4,80
213,74,7,80
214,72,5,105
215,74,7,80
216,71,4,80
217,69,2,80
218,67,0,105
219,67,0,80
220,67,0,80
