eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,74,7,105
1,78,11,80
2,79,0,105
3,69,2,80
4,69,2,80
5,67,0,80
6,64,9,95
7,67,0,80
8,62,7,80
9,67,0,80
10,64,9,105
11,67,0,80
12,62,7,80
13,60,5,80
14,71,4,95
15,62,7,80
16,67,0,80
17,71,4,80
18,72,5,105
19,76,9,80
20,72,5,80
21,69,2,80
22,71,4,95
23,72,5,80
24,74,7,80
25,71,4,80
26,72,5,105
27,71,4,80
28,71,4,80
29,78,11,80
30,79,0,95
31,78,11,80
32,76,9,80
33,74,7,80
34,71,4,105
35,83,4,80
36,84,5,80
37,71,4,95
38,71,4,95
39,81,2,80
40,83,4,80
41,71,4,105
42,71,4,105
43,83,4,80
44,83,4,80
45,78,11,80
46,79,0,95
47,78,11,80
48,79,0,80
49,74,7,80
50,76,9,105
51,79,0,80
52,78,11,80
53,81,2,80
54,79,0,95
55,76,9,80
56,74,7,80
57,71,4,80
58,72,5,105
59,76,9,80
60,74,7,80
61,72,5,80
62,71,4,95
63,67,0,80
64,67,0,80
65,79,0,105
66,79,0,105
67,74,7,80
68,79,0,80
69,81,2,80
70,83,4,95
71,79,0,80
72,81,2,80
73,79,0,80
74,83,4,105
75,79,0,80
76,81,2,80
77,79,0,80
78,76,9,95
79,81,2,80
80,81,2,80
81,78,11,80
82,79,0,105
83,74,7,80
84,79,0,80
85,81,2,80
86,83,4,95
87,79,0,80
88,81,2,80
89,78,11,80
90,79,0,105
91,76,9,80
92,74,7,80
93,72,5,80
94,71,4,95
95,67,0,80
96,67,0,80
97,79,0,105
98,79,0,105
99,74,7,80
100,79,0,80
101,81,2,80
102,83,4,95
103,79,0,80
104,81,2,80
105,79,0,80
106,83,4,105
107,79,0,80
108,81,2,80
109,79,0,80
110,76,9,95
111,81,2,80
112,81,2,80
113,78,11,80
114,79,0,105
115,83,4,80
116,76,9,80
117,79,0,80
118,78,11,95
119,81,2,80
120,74,7,80
121,78,11,80
122,79,0,105
123,78,11,80
124,76,9,80
125,78,11,80
126,79,0,95
127,81,2,80
128,83,4,80
129,78,11,80
