eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,71,9,105
1,69,7,105
2,62,0,80
3,66,4,80
4,69,7,80
5,74,0,105
6,71,9,80
7,73,11,80
8,79,5,105
9,79,5,105
10,71,9,80
11,73,11,80
12,74,0,80
13,76,2,105
14,73,11,80
15,74,0,80
16,71,9,80
17,69,7,105
18,62,0,80
19,66,4,80
20,69,7,80
21,74,0,105
22,71,9,80
23,73,11,80
24,79,5,105
25,79,5,105
26,71,9,80
27,73,11,80
28,74,0,80
29,76,2,105
30,73,11,80
31,74,0,80
32,71,9,80
33,69,7,105
34,62,0,80
35,66,4,80
36,69,7,80
37,74,0,105
38,71,9,80
39,73,11,80
40,79,5,105
41,79,5,105
42,71,9,80
43,73,11,80
44,74,0,80
45,76,2,105
46,73,11,80
47,74,0,80
48,71,9,80
49,69,7,105
50,62,0,80
51,66,4,80
52,69,7,80
53,74,0,105
54,71,9,80
55,73,11,80
56,79,5,105
57,79,5,105
58,71,9,80
59,73,11,80
60,74,0,80
61,76,2,105
62,73,11,80
63,74,0,80
64,76,2,80
65,78,4,105
66,76,2,80
67,78,4,80
68,74,0,80
69,73,11,105
70,74,0,80
71,76,2,80
72,78,4,80
73,79,5,105
74,78,4,80
75,79,5,80
76,71,9,80
77,76,2,105
78,74,0,80
79,69,7,80
80,73,11,80
81,78,4,105
82,76,2,80
83,78,4,80
84,74,0,80
85,73,11,105
86,74,0,80
87,76,2,80
88,78,4,80
89,81,7,105
90,78,4,80
91,79,5,80
92,71,9,80
93,76,2,105
94,73,11,80
95,74,0,80
96,76,2,80
97,78,4,105
98,76,2,80
99,78,4,80
100,74,0,80
101,73,11,105
102,74,0,80
103,76,2,80
104,78,4,80
105,79,5,105
106,78,4,80
107,79,5,80
108,71,9,80
109,76,2,105
110,74,0,80
111,69,7,80
112,73,11,80
113,78,4,105
114,76,2,80
115,78,4,80
116,74,0,80
117,73,11,105
118,74,0,80
119,76,2,80
120,78,4,80
121,81,7,105
122,78,4,80
123,79,5,80
124,71,9,80
125,76,2,105
126,73,11,80
127,74,0,80
