eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,69,7,105
1,74,0,80
2,78,4,80
3,81,7,80
4,69,7,105
5,74,0,80
6,78,4,80
7,81,7,80
8,79,5,105
9,71,9,80
10,73,11,80
11,71,9,80
12,79,5,105
13,71,9,80
14,73,11,80
15,71,9,80
16,69,7,105
17,74,0,80
18,78,4,80
19,81,7,80
20,69,7,105
21,74,0,80
22,78,4,80
23,81,7,80
24,79,5,105
25,71,9,80
26,73,11,80
27,71,9,80
28,76,2,105
29,74,0,80
30,74,0,80
31,69,7,105
32,69,7,105
33,74,0,80
34,78,4,80
35,81,7,80
36,69,7,105
37,74,0,80
38,78,4,80
39,81,7,80
40,79,5,105
41,71,9,80
42,73,11,80
43,71,9,80
44,79,5,105
45,71,9,80
46,73,11,80
47,71,9,80
48,69,7,105
49,74,0,80
50,78,4,80
51,81,7,80
52,69,7,105
53,74,0,80
54,78,4,80
55,81,7,80
56,79,5,105
57,71,9,80
58,73,11,80
59,71,9,80
60,76,2,105
61,74,0,80
62,74,0,80
63,81,7,105
64,81,7,105
65,81,7,80
66,78,4,80
67,74,0,80
68,81,7,105
69,79,5,80
70,78,4,80
71,74,0,80
72,79,5,105
73,71,9,80
74,73,11,80
75,71,9,80
76,79,5,105
77,71,9,80
78,73,11,80
79,71,9,80
80,81,7,105
81,79,5,80
82,78,4,80
83,74,0,80
84,81,7,105
85,79,5,80
86,78,4,80
87,74,0,80
88,79,5,105
89,71,9,80
90,73,11,80
91,71,9,80
92,76,2,105
93,74,0,80
94,74,0,80
95,81,7,105
96,81,7,105
97,81,7,80
98,78,4,80
99,74,0,80
100,81,7,105
101,79,5,80
102,78,4,80
103,74,0,80
104,79,5,105
105,71,9,80
106,73,11,80
107,71,9,80
108,79,5,105
109,71,9,80
110,73,11,80
111,71,9,80
112,81,7,105
113,79,5,80
114,78,4,80
115,74,0,80
116,81,7,105
117,79,5,80
118,78,4,80
119,74,0,80
120,79,5,105
121,71,9,80
122,73,11,80
123,71,9,80
124,76,2,105
125,74,0,80
126,74,0,80
