eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,71,4,105
1,74,7,105
2,76,9,80
3,71,4,80
4,74,7,80
5,76,9,105
6,76,9,80
7,76,9,80
8,79,0,80
9,74,7,105
10,76,9,80
11,71,4,80
12,74,7,80
13,71,4,105
14,69,2,80
15,69,2,80
16,71,4,80
17,74,7,105
18,76,9,80
19,71,4,80
20,74,7,80
21,76,9,105
22,76,9,80
23,76,9,80
24,79,0,80
25,74,7,105
26,76,9,80
27,71,4,80
28,74,7,80
29,71,4,105
30,67,0,80
31,67,0,80
32,71,4,80
33,74,7,105
34,76,9,80
35,71,4,80
36,74,7,80
37,76,9,105
38,76,9,80
39,76,9,80
40,79,0,80
41,74,7,105
42,76,9,80
43,71,4,80
44,74,7,80
45,71,4,105
46,69,2,80
47,69,2,80
48,71,4,80
49,74,7,105
50,76,9,80
51,71,4,80
52,74,7,80
53,76,9,105
54,76,9,80
55,76,9,80
56,79,0,80
57,74,7,105
58,76,9,80
59,71,4,80
60,74,7,80
61,71,4,105
62,67,0,80
63,67,0,80
64,74,7,80
65,79,0,105
66,79,0,80
67,79,0,80
68,81,2,80
69,79,0,105
70,76,9,80
71,76,9,80
72,71,4,80
73,76,9,105
74,76,9,80
75,76,9,80
76,81,2,80
77,78,11,105
78,74,7,80
79,74,7,80
80,74,7,80
81,79,0,105
82,79,0,80
83,79,0,80
84,81,2,80
85,79,0,105
86,76,9,80
87,76,9,80
88,71,4,80
89,74,7,105
90,76,9,80
91,71,4,80
92,74,7,80
93,71,4,105
94,67,0,80
95,67,0,80
96,74,7,80
97,79,0,105
98,79,0,80
99,79,0,80
100,81,2,80
101,79,0,105
102,76,9,80
103,76,9,80
104,71,4,80
105,76,9,105
106,76,9,80
107,76,9,80
108,81,2,80
109,78,11,105
110,74,7,80
111,74,7,80
112,74,7,80
113,79,0,105
114,79,0,80
115,79,0,80
116,81,2,80
117,79,0,105
118,76,9,80
119,76,9,80
120,71,4,80
121,74,7,105
122,76,9,80
123,71,4,80
124,74,7,80
125,71,4,105
126,67,0,80
127,67,0,80
