eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,62,7,105
1,64,9,80
2,69,2,105
3,69,2,80
4,69,2,80
5,71,4,80
6,69,2,95
7,67,0,80
8,64,9,80
9,62,7,80
10,67,0,105
11,69,2,80
12,71,4,80
13,74,7,80
14,76,9,95
15,74,7,80
16,71,4,80
17,74,7,80
18,76,9,105
19,78,11,80
20,79,0,80
21,76,9,80
22,74,7,95
23,71,4,80
24,67,0,80
25,71,4,80
26,72,5,105
27,69,2,80
28,71,4,80
29,67,0,80
30,69,2,95
31,67,0,80
32,64,9,80
33,67,0,80
34,69,2,105
35,69,2,80
36,69,2,80
37,71,4,80
38,69,2,95
39,67,0,80
40,64,9,80
41,62,7,80
42,67,0,105
43,69,2,80
44,71,4,80
45,74,7,80
46,76,9,95
47,74,7,80
48,71,4,80
49,74,7,80
50,76,9,105
51,78,11,80
52,79,0,80
53,76,9,80
54,74,7,95
55,71,4,80
56,67,0,80
57,71,4,80
58,69,2,105
59,72,5,80
60,71,4,80
61,69,2,80
62,67,0,95
63,62,7,80
64,62,7,80
65,64,9,80
66,69,2,105
67,69,2,80
68,69,2,80
69,71,4,80
70,69,2,95
71,67,0,80
72,64,9,80
73,62,7,80
74,67,0,105
75,69,2,80
76,71,4,80
77,74,7,80
78,76,9,95
79,74,7,80
80,71,4,80
81,74,7,80
82,76,9,105
83,78,11,80
84,79,0,80
85,76,9,80
86,74,7,95
87,71,4,80
88,67,0,80
89,71,4,80
90,72,5,105
91,69,2,80
92,71,4,80
93,67,0,80
94,69,2,95
95,67,0,80
96,64,9,80
97,67,0,80
98,69,2,105
99,69,2,80
100,69,2,80
101,71,4,80
102,69,2,95
103,67,0,80
104,64,9,80
105,62,7,80
106,67,0,105
107,69,2,80
108,71,4,80
109,74,7,80
110,76,9,95
111,74,7,80
112,71,4,80
113,74,7,80
114,76,9,105
115,78,11,80
116,79,0,80
117,76,9,80
118,74,7,95
119,71,4,80
120,67,0,80
121,71,4,80
122,69,2,105
123,72,5,80
124,71,4,80
125,69,2,80
126,67,0,95
127,79,0,105
128,79,0,105
129,79,0,105
130,79,0,105
131,81,2,80
132,81,2,80
133,78,11,80
134,81,2,95
135,83,4,80
136,83,4,80
137,79,0,80
138,83,4,105
139,83,4,80
140,83,4,80
141,81,2,80
142,79,0,95
143,76,9,80
144,74,7,80
145,76,9,105
146,76,9,105
147,78,11,80
148,79,0,80
149,76,9,80
150,74,7,95
151,71,4,80
152,67,0,80
153,71,4,80
154,72,5,105
155,69,2,80
156,71,4,80
157,67,0,80
158,69,2,95
159,67,0,80
160,64,9,80
161,67,0,80
162,69,2,105
163,69,2,80
164,69,2,80
165,71,4,80
166,69,2,95
167,67,0,80
168,64,9,80
169,62,7,80
170,67,0,105
171,69,2,80
172,71,4,80
173,74,7,80
174,76,9,95
175,74,7,80
176,71,4,80
177,74,7,80
178,76,9,105
179,78,11,80
180,79,0,80
181,76,9,80
182,74,7,95
183,71,4,80
184,67,0,80
185,71,4,80
186,69,2,105
187,72,5,80
188,71,4,80
189,69,2,80
190,67,0,95
191,67,0,80
192,67,0,80
193,79,0,105
194,79,0,105
195,81,2,80
196,81,2,80
197,78,11,80
198,81,2,95
199,83,4,80
200,83,4,80
201,79,0,80
202,83,4,105
203,83,4,80
204,83,4,80
205,81,2,80
206,79,0,95
207,76,9,80
208,74,7,80
209,76,9,105
210,76,9,105
211,78,11,80
212,79,0,80
213,76,9,80
214,74,7,95
215,71,4,80
216,67,0,80
217,71,4,80
218,72,5,105
219,69,2,80
220,71,4,80
221,67,0,80
222,69,2,95
223,67,0,80
224,64,9,80
225,67,0,80
226,69,2,105
227,69,2,80
228,69,2,80
229,71,4,80
230,69,2,95
231,67,0,80
232,64,9,80
233,62,7,80
234,67,0,105
235,69,2,80
236,71,4,80
237,74,7,80
238,76,9,95
239,74,7,80
240,71,4,80
241,74,7,80
242,76,9,105
243,78,11,80
244,79,0,80
245,76,9,80
246,74,7,95
247,71,4,80
248,67,0,80
249,71,4,80
250,69,2,105
251,72,5,80
252,71,4,80
253,69,2,80
254,67,0,95
255,67,0,80
256,67,0,80
