,midi_note,onset,duration,velocity,pitch_class,interval,root,relative_pitch,relative_pitch_class,parsons_code,parsons_cumsum
0,74,0,1,105,2,0,9,5,5,0,0
1,76,1,1,105,4,2,9,7,7,1,1
5,76,5,1,95,4,7,9,7,7,0,1
9,76,9,1,105,4,7,9,7,7,0,1
13,69,13,2,95,9,2,9,0,0,-1,0
16,74,17,1,105,2,2,9,5,5,1,1
20,67,21,1,95,7,-2,9,-2,10,-1,0
24,74,25,1,105,2,2,9,5,5,1,1
28,67,29,4,95,7,-2,9,-2,10,-1,0
29,69,33,3,105,9,2,9,0,0,1,1
31,69,37,1,95,9,-2,9,0,0,0,1
35,76,41,1,105,4,2,9,7,7,1,2
39,74,45,2,95,2,-2,9,5,5,-1,1
42,72,49,1,105,0,-2,9,3,3,-1,0
46,71,53,1,95,11,2,9,2,2,-1,-1
50,69,57,2,105,9,-2,9,0,0,-1,-2
53,69,61,3,95,9,-2,9,0,0,0,-2
55,76,65,1,105,4,2,9,7,7,1,-1
59,76,69,1,95,4,7,9,7,7,0,-1
63,76,73,1,105,4,7,9,7,7,0,-1
67,69,77,2,95,9,2,9,0,0,-1,-2
70,74,81,1,105,2,2,9,5,5,1,-1
74,67,85,1,95,7,-2,9,-2,10,-1,-2
78,74,89,1,105,2,2,9,5,5,1,-1
82,67,93,4,95,7,-2,9,-2,10,-1,-2
83,69,97,3,105,9,2,9,0,0,1,-1
85,69,101,1,95,9,-2,9,0,0,0,-1
89,76,105,1,105,4,2,9,7,7,1,0
93,74,109,2,95,2,-2,9,5,5,-1,-1
96,72,113,1,105,0,-2,9,3,3,-1,-2
100,71,117,1,95,11,2,9,2,2,-1,-3
104,69,121,2,105,9,-2,9,0,0,-1,-4
107,69,125,3,95,9,-2,9,0,0,0,-4
109,76,129,1,105,4,0,9,7,7,1,-3
113,81,133,1,95,9,-2,9,12,0,1,-2
117,76,137,1,105,4,-3,9,7,7,-1,-3
121,79,141,2,95,7,1,9,10,10,1,-2
124,76,145,1,105,4,-3,9,7,7,-1,-3
128,76,149,1,95,4,-3,9,7,7,0,-3
132,74,153,1,105,2,-2,9,5,5,-1,-4
136,74,157,4,95,2,3,9,5,5,0,-4
137,69,161,2,105,9,-5,9,0,0,-1,-5
140,69,165,1,95,9,2,9,0,0,0,-5
144,76,169,1,105,4,2,9,7,7,1,-4
148,74,173,2,95,2,-2,9,5,5,-1,-5
151,72,177,1,105,0,-2,9,3,3,-1,-6
155,71,181,1,95,11,-1,9,2,2,-1,-7
159,69,185,2,105,9,-2,9,0,0,-1,-8
162,69,189,3,95,9,-2,9,0,0,0,-8
164,76,193,1,105,4,0,9,7,7,1,-7
168,81,197,1,95,9,-2,9,12,0,1,-6
172,76,201,1,105,4,-3,9,7,7,-1,-7
176,79,205,2,95,7,1,9,10,10,1,-6
179,76,209,1,105,4,-3,9,7,7,-1,-7
183,76,213,1,95,4,-3,9,7,7,0,-7
187,74,217,1,105,2,-2,9,5,5,-1,-8
191,74,221,4,95,2,3,9,5,5,0,-8
192,69,225,2,105,9,-5,9,0,0,-1,-9
195,69,229,1,95,9,2,9,0,0,0,-9
199,76,233,1,105,4,2,9,7,7,1,-8
203,74,237,2,95,2,-2,9,5,5,-1,-9
206,72,241,1,105,0,-2,9,3,3,-1,-10
210,71,245,1,95,11,-1,9,2,2,-1,-11
214,69,249,2,105,9,-2,9,0,0,-1,-12
217,69,253,3,95,9,-2,9,0,0,0,-12
