,midi_note,onset,duration,velocity,pitch_class,interval,root,relative_pitch,relative_pitch_class,parsons_code,parsons_cumsum
0,74,0,0,105,2,0,7,7,7,0,0
3,79,2,1,105,7,1,7,12,0,1,1
6,67,5,1,95,7,-4,7,0,0,-1,0
9,69,8,1,105,9,-2,7,2,2,1,1
12,78,11,1,95,6,-1,7,11,11,1,2
15,79,14,1,105,7,5,7,12,0,1,3
18,72,17,1,95,0,1,7,5,5,-1,2
21,74,20,1,105,2,-2,7,7,7,1,3
24,79,23,2,95,7,1,7,12,0,1,4
26,79,26,1,105,7,1,7,12,0,0,4
29,67,29,1,95,7,-4,7,0,0,-1,3
32,69,32,1,105,9,-2,7,2,2,1,4
35,78,35,1,95,6,-1,7,11,11,1,5
38,79,38,1,105,7,5,7,12,0,1,6
41,72,41,1,95,0,1,7,5,5,-1,5
44,74,44,1,105,2,-2,7,7,7,1,6
47,79,47,2,95,7,1,7,12,0,1,7
51,79,51,1,105,7,1,7,12,0,0,7
54,67,54,1,95,7,-4,7,0,0,-1,6
57,69,57,1,105,9,-2,7,2,2,1,7
60,78,60,1,95,6,-1,7,11,11,1,8
63,79,63,1,105,7,5,7,12,0,1,9
66,72,66,1,95,0,1,7,5,5,-1,8
69,74,69,1,105,2,-2,7,7,7,1,9
72,79,72,2,95,7,1,7,12,0,1,10
74,79,75,1,105,7,1,7,12,0,0,10
77,67,78,1,95,7,-4,7,0,0,-1,9
80,69,81,1,105,9,-2,7,2,2,1,10
83,78,84,1,95,6,-1,7,11,11,1,11
86,79,87,1,105,7,5,7,12,0,1,12
89,72,90,1,95,0,1,7,5,5,-1,11
92,74,93,1,105,2,-2,7,7,7,1,12
95,79,96,2,95,7,1,7,12,0,1,13
98,83,99,1,105,11,2,7,16,4,1,14
101,81,102,1,95,9,-2,7,14,2,-1,13
104,79,105,1,105,7,5,7,12,0,-1,12
107,78,108,1,95,6,2,7,11,11,-1,11
110,83,111,1,105,11,9,7,16,4,1,12
113,81,114,1,95,9,-2,7,14,2,-1,11
116,79,117,1,105,7,5,7,12,0,-1,10
119,74,120,2,95,2,-2,7,7,7,-1,9
121,79,123,1,105,7,1,7,12,0,1,10
124,67,126,1,95,7,-4,7,0,0,-1,9
127,69,129,1,105,9,-2,7,2,2,1,10
130,78,132,1,95,6,-1,7,11,11,1,11
133,79,135,1,105,7,5,7,12,0,1,12
136,72,138,1,95,0,1,7,5,5,-1,11
139,74,141,1,105,2,-2,7,7,7,1,12
142,79,144,2,95,7,1,7,12,0,1,13
145,83,147,1,105,11,2,7,16,4,1,14
148,81,150,1,95,9,-2,7,14,2,-1,13
151,79,153,1,105,7,5,7,12,0,-1,12
154,78,156,1,95,6,2,7,11,11,-1,11
157,83,159,1,105,11,9,7,16,4,1,12
160,81,162,1,95,9,-2,7,14,2,-1,11
163,79,165,1,105,7,5,7,12,0,-1,10
166,74,168,2,95,2,-2,7,7,7,-1,9
168,79,171,1,105,7,1,7,12,0,1,10
171,67,174,1,95,7,-4,7,0,0,-1,9
174,69,177,1,105,9,-2,7,2,2,1,10
177,78,180,1,95,6,-1,7,11,11,1,11
180,79,183,1,105,7,5,7,12,0,1,12
183,72,186,1,95,0,1,7,5,5,-1,11
186,74,189,1,105,2,-2,7,7,7,1,12
189,79,192,2,95,7,1,7,12,0,1,13
