,midi_note,onset,duration,velocity,pitch_class,interval,root,relative_pitch,relative_pitch_class,parsons_code,parsons_cumsum
0,62,0,0,105,2,0,7,-5,7,0,0
3,67,2,1,105,7,5,7,0,0,1,1
7,67,6,1,95,7,5,7,0,0,0,1
11,78,10,1,105,6,-1,7,11,11,1,2
15,76,14,1,95,4,2,7,9,9,-1,1
19,66,18,1,105,6,-1,7,-1,11,-1,0
23,66,22,1,95,6,-3,7,-1,11,0,0
27,71,26,1,105,11,2,7,4,4,1,1
31,67,30,1,95,7,5,7,0,0,-1,0
35,67,34,1,105,7,5,7,0,0,0,0
39,67,38,1,95,7,5,7,0,0,0,0
43,78,42,1,105,6,-1,7,11,11,1,1
47,76,46,1,95,4,2,7,9,9,-1,0
51,66,50,1,105,6,-1,7,-1,11,-1,-1
55,72,54,1,95,0,1,7,5,5,1,0
59,69,58,0,105,9,2,7,2,2,-1,-1
64,67,62,2,95,7,1,7,0,0,-1,-2
68,67,66,1,105,7,5,7,0,0,0,-2
72,67,70,1,95,7,5,7,0,0,0,-2
76,78,74,1,105,6,-1,7,11,11,1,-1
80,76,78,1,95,4,2,7,9,9,-1,-2
84,66,82,1,105,6,-1,7,-1,11,-1,-3
88,66,86,1,95,6,-3,7,-1,11,0,-3
92,71,90,1,105,11,2,7,4,4,1,-2
96,67,94,1,95,7,5,7,0,0,-1,-3
100,67,98,1,105,7,5,7,0,0,0,-3
104,67,102,1,95,7,5,7,0,0,0,-3
108,78,106,1,105,6,-1,7,11,11,1,-2
112,76,110,1,95,4,2,7,9,9,-1,-3
116,66,114,1,105,6,-1,7,-1,11,-1,-4
120,72,118,1,95,0,1,7,5,5,1,-3
124,69,122,0,105,9,2,7,2,2,-1,-4
129,67,126,2,95,7,1,7,0,0,-1,-5
132,74,130,1,105,2,2,7,7,7,1,-4
136,79,134,1,95,7,5,7,12,0,1,-3
140,79,138,0,105,7,5,7,12,0,0,-3
145,79,142,1,95,7,1,7,12,0,0,-3
149,79,146,0,105,7,5,7,12,0,0,-3
154,76,150,1,95,4,-3,7,9,9,-1,-4
158,76,154,0,105,4,2,7,9,9,0,-4
163,74,158,2,95,2,2,7,7,7,-1,-5
166,79,162,0,105,7,1,7,12,0,1,-4
171,71,166,0,95,11,-1,7,4,4,-1,-5
175,76,170,1,105,4,9,7,9,9,1,-4
179,66,174,1,95,6,-1,7,-1,11,-1,-5
182,67,178,1,105,7,5,7,0,0,1,-4
186,72,182,1,95,0,10,7,5,5,1,-3
190,69,186,0,105,9,2,7,2,2,-1,-4
195,67,190,2,95,7,1,7,0,0,-1,-5
198,74,194,1,105,2,2,7,7,7,1,-4
202,79,198,1,95,7,5,7,12,0,1,-3
206,79,202,0,105,7,5,7,12,0,0,-3
211,79,206,1,95,7,1,7,12,0,0,-3
215,79,210,0,105,7,5,7,12,0,0,-3
220,76,214,1,95,4,-3,7,9,9,-1,-4
224,76,218,0,105,4,2,7,9,9,0,-4
229,74,222,2,95,2,2,7,7,7,-1,-5
232,79,226,0,105,7,1,7,12,0,1,-4
237,71,230,0,95,11,-1,7,4,4,-1,-5
241,76,234,1,105,4,9,7,9,9,1,-4
245,66,238,1,95,6,-1,7,-1,11,-1,-5
248,67,242,1,105,7,5,7,0,0,1,-4
252,72,246,1,95,0,10,7,5,5,1,-3
256,69,250,0,105,9,2,7,2,2,-1,-4
261,67,254,2,95,7,1,7,0,0,-1,-5
