,midi_note,onset,duration,velocity,pitch_class,interval,root,relative_pitch,relative_pitch_class,parsons_code,parsons_cumsum
0,74,0,1,105,2,0,2,12,0,0,0
3,69,4,1,95,9,3,2,7,7,-1,-1
7,79,8,1,105,7,1,2,17,5,1,0
11,78,12,1,95,6,4,2,16,4,-1,-1
15,74,16,1,105,2,1,2,12,0,-1,-2
18,69,20,1,95,9,3,2,7,7,-1,-3
22,69,24,1,105,9,-2,2,7,7,0,-3
26,64,28,0,95,4,-2,2,2,2,-1,-4
31,74,32,1,105,2,3,2,12,0,1,-3
34,69,36,1,95,9,3,2,7,7,-1,-4
38,79,40,1,105,7,1,2,17,5,1,-3
42,78,44,1,95,6,4,2,16,4,-1,-4
46,74,48,1,105,2,1,2,12,0,-1,-5
49,69,52,1,95,9,3,2,7,7,-1,-6
53,69,56,1,105,9,-2,2,7,7,0,-6
57,64,60,2,95,4,-2,2,2,2,-1,-7
59,78,64,1,105,6,16,2,16,4,1,-6
62,78,68,1,95,6,-3,2,16,4,0,-6
66,79,72,1,105,7,1,2,17,5,1,-5
70,73,76,1,95,1,-1,2,11,11,-1,-6
74,78,80,1,105,6,-1,2,16,4,1,-5
77,83,84,1,95,11,2,2,21,9,1,-4
81,78,88,0,105,6,-1,2,16,4,-1,-5
86,78,92,1,95,6,-1,2,16,4,0,-5
90,78,96,1,105,6,2,2,16,4,0,-5
93,83,100,1,95,11,2,2,21,9,1,-4
96,81,104,1,105,9,3,2,19,7,-1,-5
100,78,108,1,95,6,-1,2,16,4,-1,-6
104,74,112,1,105,2,1,2,12,0,-1,-7
107,69,116,1,95,9,3,2,7,7,-1,-8
111,78,120,0,105,6,2,2,16,4,1,-7
116,78,124,2,95,6,-1,2,16,4,0,-7
