,midi_note,onset,duration,velocity,pitch_class,interval,root,relative_pitch,relative_pitch_class,parsons_code,parsons_cumsum
0,67,0,0,105,7,0,7,0,0,0,0
4,78,4,1,95,6,-1,7,11,11,1,1
8,76,8,1,105,4,-2,7,9,9,-1,0
12,74,12,2,95,2,-2,7,7,7,-1,-1
15,76,16,2,105,4,-2,7,9,9,1,0
18,74,20,1,95,2,-2,7,7,7,-1,-1
23,72,24,1,105,0,-2,7,5,5,-1,-2
27,66,28,2,95,6,-1,7,-1,11,-1,-3
29,67,32,0,105,7,5,7,0,0,1,-2
34,78,36,1,95,6,2,7,11,11,1,-1
38,76,40,1,105,4,-2,7,9,9,-1,-2
42,74,44,2,95,2,-2,7,7,7,-1,-3
45,76,48,2,105,4,-2,7,9,9,1,-2
48,74,52,1,95,2,-2,7,7,7,-1,-3
53,72,56,1,105,0,-2,7,5,5,-1,-4
57,67,60,3,95,7,5,7,0,0,-1,-5
58,67,64,0,105,7,0,7,0,0,0,-5
62,78,68,1,95,6,-1,7,11,11,1,-4
66,76,72,1,105,4,-2,7,9,9,-1,-5
70,74,76,2,95,2,-2,7,7,7,-1,-6
73,76,80,2,105,4,-2,7,9,9,1,-5
76,74,84,1,95,2,-2,7,7,7,-1,-6
81,72,88,1,105,0,-2,7,5,5,-1,-7
85,66,92,2,95,6,-1,7,-1,11,-1,-8
87,67,96,0,105,7,5,7,0,0,1,-7
92,78,100,1,95,6,2,7,11,11,1,-6
96,76,104,1,105,4,-2,7,9,9,-1,-7
100,74,108,2,95,2,-2,7,7,7,-1,-8
103,76,112,2,105,4,-2,7,9,9,1,-7
106,74,116,1,95,2,-2,7,7,7,-1,-8
111,72,120,1,105,0,-2,7,5,5,-1,-9
115,67,124,3,95,7,5,7,0,0,-1,-10
116,67,128,0,105,7,0,7,0,0,0,-10
120,67,132,0,95,7,-12,7,0,0,0,-10
124,67,136,0,105,7,-12,7,0,0,0,-10
129,76,140,1,95,4,5,7,9,9,1,-9
132,66,144,0,105,6,-8,7,-1,11,-1,-10
136,66,148,0,95,6,-12,7,-1,11,0,-10
140,66,152,1,105,6,-12,7,-1,11,0,-10
144,74,156,0,95,2,-2,7,7,7,1,-9
150,67,160,0,105,7,-2,7,0,0,-1,-10
154,67,164,0,95,7,-12,7,0,0,0,-10
158,67,168,0,105,7,-12,7,0,0,0,-10
163,76,172,1,95,4,5,7,9,9,1,-9
167,78,176,2,105,6,-1,7,11,11,1,-8
170,76,180,1,95,4,2,7,9,9,-1,-9
174,74,184,1,105,2,-2,7,7,7,-1,-10
178,74,188,0,95,2,-2,7,7,7,0,-10
184,67,192,0,105,7,-2,7,0,0,-1,-11
188,67,196,0,95,7,-12,7,0,0,0,-11
192,67,200,0,105,7,-12,7,0,0,0,-11
197,76,204,1,95,4,5,7,9,9,1,-10
200,66,208,0,105,6,-8,7,-1,11,-1,-11
204,66,212,0,95,6,-12,7,-1,11,0,-11
208,66,216,1,105,6,-12,7,-1,11,0,-11
212,74,220,0,95,2,-2,7,7,7,1,-10
218,67,224,0,105,7,-2,7,0,0,-1,-11
222,67,228,0,95,7,-12,7,0,0,0,-11
226,67,232,0,105,7,-12,7,0,0,0,-11
231,76,236,1,95,4,5,7,9,9,1,-10
235,78,240,2,105,6,-1,7,11,11,1,-9
238,76,244,1,95,4,2,7,9,9,-1,-10
242,74,248,1,105,2,-2,7,7,7,-1,-11
246,74,252,1,95,2,-2,7,7,7,0,-11
250,81,256,2,105,9,2,7,14,2,1,-10
253,81,260,1,95,9,0,7,14,2,0,-10
257,81,264,1,105,9,-2,7,14,2,0,-10
261,81,268,2,95,9,-2,7,14,2,0,-10
264,74,272,1,105,2,-2,7,7,7,-1,-11
268,81,276,1,95,9,2,7,14,2,1,-10
272,83,280,1,105,11,2,7,16,4,1,-9
276,74,284,1,95,2,-2,7,7,7,-1,-10
280,81,288,2,105,9,2,7,14,2,1,-9
283,81,292,1,95,9,0,7,14,2,0,-9
287,81,296,1,105,9,-2,7,14,2,0,-9
291,81,300,2,95,9,-2,7,14,2,0,-9
294,74,304,1,105,2,-2,7,7,7,-1,-10
298,81,308,1,95,9,2,7,14,2,1,-9
302,83,312,1,105,11,2,7,16,4,1,-8
306,74,316,1,95,2,-2,7,7,7,-1,-9
310,81,320,2,105,9,2,7,14,2,1,-8
313,81,324,1,95,9,0,7,14,2,0,-8
317,81,328,1,105,9,-2,7,14,2,0,-8
321,81,332,2,95,9,-2,7,14,2,0,-8
324,74,336,1,105,2,-2,7,7,7,-1,-9
329,71,340,0,95,11,-3,7,4,4,-1,-10
334,67,344,2,105,7,1,7,0,0,-1,-11
338,74,348,1,95,2,0,7,7,7,1,-10
342,81,352,2,105,9,2,7,14,2,1,-9
345,81,356,1,95,9,0,7,14,2,0,-9
349,81,360,1,105,9,-2,7,14,2,0,-9
353,81,364,2,95,9,-2,7,14,2,0,-9
356,74,368,1,105,2,-2,7,7,7,-1,-10
361,71,372,0,95,11,-3,7,4,4,-1,-11
366,67,376,2,105,7,1,7,0,0,-1,-12
370,79,380,1,95,7,5,7,12,0,1,-11
