,midi_note,onset,duration,velocity,pitch_class,interval,root,relative_pitch,relative_pitch_class,parsons_code,parsons_cumsum
0,66,0,1,105,6,0,11,-5,7,0,0
1,71,1,1,105,11,5,11,0,0,1,1
4,71,4,1,95,11,0,11,0,0,0,1
7,69,7,1,105,9,3,11,-2,10,-1,0
10,74,10,2,95,2,1,11,3,3,1,1
12,78,13,2,105,6,2,11,7,7,1,2
14,71,16,1,95,11,0,11,0,0,-1,1
17,69,19,3,105,9,3,11,-2,10,-1,0
18,66,22,2,95,6,-3,11,-5,7,-1,-1
20,71,25,1,105,11,2,11,0,0,1,0
23,71,28,1,95,11,0,11,0,0,0,0
26,69,31,1,105,9,3,11,-2,10,-1,-1
29,74,34,2,95,2,1,11,3,3,1,0
31,78,37,2,105,6,2,11,7,7,1,1
33,71,40,1,95,11,0,11,0,0,-1,0
36,71,43,3,105,11,5,11,0,0,0,0
37,71,46,2,95,11,0,11,0,0,0,0
39,71,49,1,105,11,5,11,0,0,0,0
42,71,52,1,95,11,0,11,0,0,0,0
45,69,55,1,105,9,3,11,-2,10,-1,-1
48,74,58,2,95,2,1,11,3,3,1,0
50,78,61,2,105,6,2,11,7,7,1,1
52,71,64,1,95,11,0,11,0,0,-1,0
55,69,67,3,105,9,3,11,-2,10,-1,-1
56,66,70,2,95,6,-3,11,-5,7,-1,-2
58,71,73,1,105,11,2,11,0,0,1,-1
61,71,76,1,95,11,0,11,0,0,0,-1
64,69,79,1,105,9,3,11,-2,10,-1,-2
67,74,82,2,95,2,1,11,3,3,1,-1
69,78,85,2,105,6,2,11,7,7,1,0
71,71,88,1,95,11,0,11,0,0,-1,-1
74,71,91,3,105,11,5,11,0,0,0,-1
75,71,94,2,95,11,0,11,0,0,0,-1
77,81,97,2,105,9,3,11,10,10,1,0
79,78,100,1,95,6,0,11,7,7,-1,-1
82,76,103,1,105,4,2,11,5,5,-1,-2
85,76,106,2,95,4,0,11,5,5,0,-2
87,78,109,2,105,6,2,11,7,7,1,-1
89,71,112,1,95,11,0,11,0,0,-1,-2
92,69,115,1,105,9,3,11,-2,10,-1,-3
95,69,118,1,95,9,0,11,-2,10,0,-3
98,71,121,1,105,11,2,11,0,0,1,-2
101,71,124,1,95,11,0,11,0,0,0,-2
104,69,127,1,105,9,3,11,-2,10,-1,-3
107,74,130,2,95,2,1,11,3,3,1,-2
109,78,133,2,105,6,2,11,7,7,1,-1
111,71,136,1,95,11,0,11,0,0,-1,-2
114,71,139,3,105,11,5,11,0,0,0,-2
115,71,142,2,95,11,0,11,0,0,0,-2
117,81,145,2,105,9,3,11,10,10,1,-1
119,78,148,1,95,6,0,11,7,7,-1,-2
122,76,151,1,105,4,2,11,5,5,-1,-3
125,76,154,2,95,4,0,11,5,5,0,-3
127,78,157,2,105,6,2,11,7,7,1,-2
129,71,160,1,95,11,0,11,0,0,-1,-3
132,69,163,1,105,9,3,11,-2,10,-1,-4
135,69,166,1,95,9,0,11,-2,10,0,-4
138,71,169,1,105,11,2,11,0,0,1,-3
141,71,172,1,95,11,0,11,0,0,0,-3
144,69,175,1,105,9,3,11,-2,10,-1,-4
147,74,178,2,95,2,1,11,3,3,1,-3
149,78,181,2,105,6,2,11,7,7,1,-2
151,71,184,1,95,11,0,11,0,0,-1,-3
154,71,187,3,105,11,5,11,0,0,0,-3
155,71,190,2,95,11,0,11,0,0,0,-3
