,midi_note,onset,duration,velocity,pitch_class,interval,root,relative_pitch,relative_pitch_class,parsons_code,parsons_cumsum
0,74,0,1,105,2,0,7,7,7,0,0
1,74,1,1,105,2,0,7,7,7,0,0
4,76,4,1,95,4,-2,7,9,9,1,1
7,71,7,1,105,11,-1,7,4,4,-1,0
10,64,10,1,95,4,-3,7,-3,9,-1,-1
13,69,13,1,105,9,-2,7,2,2,1,0
16,76,16,1,95,4,2,7,9,9,1,1
19,79,19,1,105,7,5,7,12,0,1,2
22,76,22,1,95,4,2,7,9,9,-1,1
25,74,25,1,105,2,2,7,7,7,-1,0
28,76,28,1,95,4,-2,7,9,9,1,1
31,71,31,1,105,11,-1,7,4,4,-1,0
34,64,34,1,95,4,-3,7,-3,9,-1,-1
37,69,37,1,105,9,-2,7,2,2,1,0
40,76,40,1,95,4,2,7,9,9,1,1
43,71,43,1,105,11,-1,7,4,4,-1,0
46,67,46,2,95,7,0,7,0,0,-1,-1
48,74,49,1,105,2,0,7,7,7,1,0
51,76,52,1,95,4,-2,7,9,9,1,1
54,71,55,1,105,11,-1,7,4,4,-1,0
57,64,58,1,95,4,-3,7,-3,9,-1,-1
60,69,61,1,105,9,-2,7,2,2,1,0
63,76,64,1,95,4,2,7,9,9,1,1
66,79,67,1,105,7,5,7,12,0,1,2
69,76,70,1,95,4,2,7,9,9,-1,1
72,74,73,1,105,2,2,7,7,7,-1,0
75,76,76,1,95,4,-2,7,9,9,1,1
78,71,79,1,105,11,-1,7,4,4,-1,0
81,64,82,1,95,4,-3,7,-3,9,-1,-1
84,69,85,1,105,9,-2,7,2,2,1,0
87,76,88,1,95,4,2,7,9,9,1,1
90,71,91,1,105,11,-1,7,4,4,-1,0
93,67,94,2,95,7,0,7,0,0,-1,-1
95,83,97,1,105,11,0,7,16,4,1,0
98,83,100,1,95,11,7,7,16,4,0,0
101,83,103,1,105,11,4,7,16,4,0,0
104,83,106,1,95,11,0,7,16,4,0,0
107,76,109,1,105,4,0,7,9,9,-1,-1
110,67,112,1,95,7,-5,7,0,0,-1,-2
113,74,115,1,105,2,-2,7,7,7,1,-1
116,79,118,1,95,7,1,7,12,0,1,0
119,69,121,1,105,9,-2,7,2,2,-1,-1
122,76,124,1,95,4,2,7,9,9,1,0
125,69,127,1,105,9,-5,7,2,2,-1,-1
128,71,130,1,95,11,-1,7,4,4,1,0
131,64,133,1,105,4,-3,7,-3,9,-1,-1
134,76,136,1,95,4,5,7,9,9,1,0
137,71,139,1,105,11,-1,7,4,4,-1,-1
140,67,142,2,95,7,0,7,0,0,-1,-2
142,83,145,1,105,11,0,7,16,4,1,-1
145,83,148,1,95,11,7,7,16,4,0,-1
148,83,151,1,105,11,4,7,16,4,0,-1
151,83,154,1,95,11,0,7,16,4,0,-1
154,76,157,1,105,4,0,7,9,9,-1,-2
157,67,160,1,95,7,-5,7,0,0,-1,-3
160,74,163,1,105,2,-2,7,7,7,1,-2
163,79,166,1,95,7,1,7,12,0,1,-1
166,69,169,1,105,9,-2,7,2,2,-1,-2
169,76,172,1,95,4,2,7,9,9,1,-1
172,69,175,1,105,9,-5,7,2,2,-1,-2
175,71,178,1,95,11,-1,7,4,4,1,-1
178,64,181,1,105,4,-3,7,-3,9,-1,-2
181,76,184,1,95,4,5,7,9,9,1,-1
184,71,187,1,105,11,-1,7,4,4,-1,-2
187,67,190,2,95,7,0,7,0,0,-1,-3
