,midi_note,onset,duration,velocity,pitch_class,interval,root,relative_pitch,relative_pitch_class,parsons_code,parsons_cumsum
0,67,0,1,105,7,0,7,0,0,0,0
4,76,4,1,95,4,-3,7,9,9,1,1
8,69,8,1,105,9,-2,7,2,2,-1,0
12,81,12,1,95,9,2,7,14,2,1,1
16,67,16,1,105,7,-2,7,0,0,-1,0
20,76,20,1,95,4,-3,7,9,9,1,1
24,72,24,1,105,0,1,7,5,5,-1,0
28,71,28,1,95,11,-1,7,4,4,-1,-1
32,67,32,1,105,7,1,7,0,0,-1,-2
36,76,36,1,95,4,-3,7,9,9,1,-1
40,69,40,1,105,9,-2,7,2,2,-1,-2
44,81,44,1,95,9,2,7,14,2,1,-1
48,67,48,1,105,7,-2,7,0,0,-1,-2
52,76,52,1,95,4,-3,7,9,9,1,-1
56,76,56,1,105,4,-3,7,9,9,0,-1
60,71,60,1,95,11,-1,7,4,4,-1,-2
63,79,64,2,105,7,12,7,12,0,1,-1
66,83,68,1,95,11,4,7,16,4,1,0
70,76,72,1,105,4,-3,7,9,9,-1,-1
74,83,76,1,95,11,2,7,16,4,1,0
78,79,80,2,105,7,1,7,12,0,-1,-1
81,83,84,1,95,11,4,7,16,4,1,0
85,76,88,1,105,4,-3,7,9,9,-1,-1
89,83,92,1,95,11,4,7,16,4,1,0
94,79,96,2,105,7,0,7,12,0,-1,-1
97,83,100,1,95,11,4,7,16,4,1,0
101,76,104,1,105,4,-3,7,9,9,-1,-1
105,83,108,1,95,11,2,7,16,4,1,0
109,79,112,1,105,7,1,7,12,0,-1,-1
113,78,116,1,95,6,-1,7,11,11,-1,-2
117,76,120,0,105,4,-2,7,9,9,-1,-3
122,79,124,1,95,7,-2,7,12,0,1,-2
