eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,71,4,105
1,79,0,105
2,71,4,80
3,74,7,80
4,67,0,80
5,71,4,105
6,67,0,80
7,62,7,80
8,62,7,105
9,62,7,105
10,66,11,80
11,69,2,80
12,72,5,80
13,76,9,105
14,74,7,80
15,74,7,80
16,74,7,80
17,79,0,105
18,71,4,80
19,74,7,80
20,67,0,80
21,71,4,105
22,67,0,80
23,62,7,80
24,62,7,105
25,62,7,105
26,66,11,80
27,69,2,80
28,72,5,80
29,67,0,105
30,71,4,80
31,67,0,80
32,71,4,80
33,79,0,105
34,71,4,80
35,74,7,80
36,67,0,80
37,71,4,105
38,67,0,80
39,62,7,80
40,62,7,105
41,62,7,105
42,66,11,80
43,69,2,80
44,72,5,80
45,76,9,105
46,74,7,80
47,74,7,80
48,74,7,80
49,79,0,105
50,71,4,80
51,74,7,80
52,67,0,80
53,71,4,105
54,67,0,80
55,62,7,80
56,62,7,105
57,62,7,105
58,66,11,80
59,69,2,80
60,72,5,80
61,67,0,105
62,71,4,80
63,67,0,80
64,66,11,80
65,64,9,105
66,64,9,80
67,64,9,80
68,67,0,80
69,71,4,105
70,71,4,80
71,71,4,80
72,76,9,80
73,71,4,105
74,76,9,80
75,71,4,80
76,69,2,80
77,67,0,105
78,66,11,80
79,64,9,80
80,62,7,80
81,64,9,105
82,64,9,80
83,64,9,80
84,67,0,80
85,71,4,105
86,71,4,80
87,71,4,80
88,76,9,80
89,71,4,105
90,76,9,80
91,71,4,80
92,69,2,80
93,67,0,105
94,66,11,80
95,67,0,80
96,66,11,80
97,64,9,105
98,64,9,80
99,64,9,80
100,67,0,80
101,71,4,105
102,71,4,80
103,71,4,80
104,76,9,80
105,71,4,105
106,76,9,80
107,71,4,80
108,69,2,80
109,67,0,105
110,66,11,80
111,64,9,80
112,62,7,80
113,64,9,105
114,64,9,80
115,64,9,80
116,67,0,80
117,71,4,105
118,71,4,80
119,71,4,80
120,76,9,80
121,71,4,105
122,76,9,80
123,71,4,80
124,69,2,80
125,67,0,105
126,66,11,80
127,67,0,80
